eszopiclone	inhibits	CYP2E1	EVIDENCE AGAINST	http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/page/structuredProductLabelMetadata/fd047b2b-05a6-4d99-95cb-955f14bf329f	Non_traceable_Drug_Label_Statement	https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/eszopiclone_inhibits_CYP2E1.html
crizotinib	inhibits	cyp3a4	EVIDENCE FOR	http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf	Non_Tracable_Statement	https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/crizotinib_inhibits_cyp3a4.html
topiramate	inhibits	cyp2b6	EVIDENCE AGAINST	http://dailymed.nlm.nih.gov/dailymed/archives/fdaDrugInfo.cfm?archiveid=10338	Non_traceable_Drug_Label_Statement	https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/topiramate_inhibits_cyp2b6.html
carvedilol	inhibits	p-glycoprotein	EVIDENCE FOR	http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf	Non_Tracable_Statement	https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/carvedilol_inhibits_p-glycoprotein.html
amiodarone	inhibits	p-glycoprotein	EVIDENCE FOR	http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf	Non_Tracable_Statement	https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/amiodarone_inhibits_p-glycoprotein.html
amiodarone	inhibits	p-glycoprotein	EVIDENCE FOR	http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf	Non_Tracable_Statement	https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/amiodarone_inhibits_p-glycoprotein.html
duloxetine	inhibits	cyp2c19	EVIDENCE AGAINST	http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/2f7d4d67-10c1-4bf4-a7f2-c185fbad64ba	Non_traceable_Drug_Label_Statement	https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/duloxetine_inhibits_cyp2c19.html
posaconazole	inhibits	cyp3a4	EVIDENCE FOR	http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf	Non_Tracable_Statement	https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/posaconazole_inhibits_cyp3a4.html
cotrimoxazole	inhibits	cyp2c9	EVIDENCE FOR	http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf	Non_Tracable_Statement	https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/cotrimoxazole_inhibits_cyp2c9.html
esomeprazole	inhibits	cyp2c19	EVIDENCE FOR	http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf	Non_Tracable_Statement	https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/esomeprazole_inhibits_cyp2c19.html
